"","NAME","TYPE","STATUS","LAT","LON","STAT2"
"2089","BRONSON BATTLE CREEK HOSPITAL","GENERAL ACUTE CARE","OPEN",42.33108575,-85.17794749,"OPEN"
"2090","OAKLAWN HOSPITAL","GENERAL ACUTE CARE","OPEN",42.27373252,-84.95677278,"OPEN"
"2091","BORGESS-LEE MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",41.98313848,-86.11558074,"OPEN"
"2092","SOUTH HAVEN HEALTH SYSTEM","GENERAL ACUTE CARE","OPEN",42.39131526,-86.26286697,"OPEN"
"2093","BRONSON LAKEVIEW HOSPITAL","GENERAL ACUTE CARE","OPEN",42.22129436,-85.89707006,"OPEN"
"2094","DECKERVILLE COMMUNITY HOSPITAL","GENERAL ACUTE CARE","OPEN",43.52811921,-82.73424915,"OPEN"
"2095","MEMORIAL HEALTHCARE","GENERAL ACUTE CARE","OPEN",43.00605206,-84.18167719,"OPEN"
"2096","HILLS & DALES GENERAL HOSPITAL","GENERAL ACUTE CARE","OPEN",43.60418042,-83.18260393,"OPEN"
"2097","CARO COMMUNITY HOSPITAL","GENERAL ACUTE CARE","OPEN",43.49318686,-83.40820611,"OPEN"
"2098","ALLEGAN GENERAL HOSPITAL","GENERAL ACUTE CARE","OPEN",42.5199662,-85.85637031,"OPEN"
"2099","MIDMICHIGAN MEDICAL CENTER-CLARE","GENERAL ACUTE CARE","OPEN",43.82096498,-84.76904746,"OPEN"
"2100","THREE RIVERS HEALTH","GENERAL ACUTE CARE","OPEN",41.93540767,-85.64792561,"OPEN"
"2101","STURGIS HOSPITAL","GENERAL ACUTE CARE","OPEN",41.79462863,-85.4075648,"OPEN"
"2102","LAKE HURON MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",42.95594281,-82.43339042,"OPEN"
"2103","MCLAREN PORT HURON","GENERAL ACUTE CARE","OPEN",42.98687104,-82.42962963,"OPEN"
"2104","ST JOHN RIVER DISTRICT HOSPITAL","GENERAL ACUTE CARE","OPEN",42.78536365,-82.47920191,"OPEN"
"2105","COVENANT MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",43.42845185,-83.95649042,"OPEN"
"2106","ST MARY S OF MICHIGAN MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",43.42402827,-83.93866061,"OPEN"
"2107","COVENANT MEDICAL CENTER  COOPER","GENERAL ACUTE CARE","OPEN",43.42978585,-83.95300198,"OPEN"
"2108","COVENANT MEDICAL CENTER  MICHIGAN","GENERAL ACUTE CARE","OPEN",43.4208002,-83.96029184,"OPEN"
"2109","SPECTRUM HEALTH PENNOCK HOSPITAL","GENERAL ACUTE CARE","OPEN",42.6447739,-85.30282524,"OPEN"
"2110","MCLAREN BAY REGION","GENERAL ACUTE CARE","OPEN",43.58821643,-83.86839615,"OPEN"
"2111","FOREST HEALTH MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",42.23757106,-83.6006476,"OPEN"
"2112","ST JOSEPH MERCY HOSPITAL","GENERAL ACUTE CARE","OPEN",42.26518803,-83.65432995,"OPEN"
"2113","ST JOSEPH MERCY CHELSEA","GENERAL ACUTE CARE","OPEN",42.31026134,-84.01583359,"OPEN"
"2114","UNIVERSITY OF MICHIGAN HEALTH SYSTEM","GENERAL ACUTE CARE","OPEN",42.28319175,-83.7287078,"OPEN"
"2115","ST MARY MERCY HOSPITAL","GENERAL ACUTE CARE","OPEN",42.39376505,-83.40817063,"OPEN"
"2116","BEAUMONT HOSPITAL DEARBORN","GENERAL ACUTE CARE","OPEN",42.29032641,-83.21459189,"OPEN"
"2117","SINAI-GRACE HOSPITAL","GENERAL ACUTE CARE","OPEN",42.41911826,-83.18202487,"OPEN"
"2118","HENRY FORD HOSPITAL","GENERAL ACUTE CARE","OPEN",42.36768678,-83.08472312,"OPEN"
"2119","BEAUMONT HOSPITAL GROSSE POINTE","GENERAL ACUTE CARE","OPEN",42.38439613,-82.91440414,"OPEN"
"2120","HARPER UNIVERSITY HOSPITAL","GENERAL ACUTE CARE","OPEN",42.35178008,-83.05639128,"OPEN"
"2121","BEAUMONT HOSPITAL WAYNE","GENERAL ACUTE CARE","OPEN",42.27303279,-83.36440514,"OPEN"
"2122","ST JOHN HOSPITAL AND MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",42.41997263,-82.91434079,"OPEN"
"2123","HENRY FORD WYANDOTTE HOSPITAL","GENERAL ACUTE CARE","OPEN",42.21016131,-83.14712731,"OPEN"
"2124","BEAUMONT HOSPITAL TRENTON","GENERAL ACUTE CARE","OPEN",42.11698997,-83.21347813,"OPEN"
"2125","GARDEN CITY HOSPITAL","GENERAL ACUTE CARE","OPEN",42.33213544,-83.31498453,"OPEN"
"2126","BEAUMONT HOSPITAL TAYLOR","GENERAL ACUTE CARE","OPEN",42.23519032,-83.27643349,"OPEN"
"2127","KARMANOS CANCER CENTER","GENERAL ACUTE CARE","OPEN",42.35072029,-83.05662742,"OPEN"
"2128","DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER","GENERAL ACUTE CARE","OPEN",42.35343586,-83.05449094,"OPEN"
"2129","HUTZEL WOMEN S HOSPITAL","GENERAL ACUTE CARE","OPEN",42.35113692,-83.05585797,"OPEN"
"2130","MUNSON HEALTHCARE CADILLAC","GENERAL ACUTE CARE","OPEN",44.24544836,-85.38929522,"OPEN"
"2131","MCLAREN LAPEER REGION","GENERAL ACUTE CARE","OPEN",43.06298745,-83.32037074,"OPEN"
"2132","SAINT MARY S HEALTH CARE","GENERAL ACUTE CARE","OPEN",42.95873585,-85.66313794,"OPEN"
"2133","SPECTRUM HEALTH - BLODGETT CAMPUS","GENERAL ACUTE CARE","OPEN",42.95365063,-85.62331733,"OPEN"
"2134","METRO HEALTH HOSPITAL","GENERAL ACUTE CARE","OPEN",42.85781759,-85.71770279,"OPEN"
"2135","SPECTRUM HEALTH - BUTTERWORTH CAMPUS","GENERAL ACUTE CARE","OPEN",42.96966919,-85.66574667,"OPEN"
"2136","MARY FREE BED HOSPITAL & REHABILITATION CENTER","GENERAL ACUTE CARE","OPEN",42.95697388,-85.66274625,"OPEN"
"2137","UP HEALTH SYSTEM PORTAGE","GENERAL ACUTE CARE","OPEN",47.139819,-88.58704293,"OPEN"
"2138","ASPIRUS KEWEENAW HOSPITAL","GENERAL ACUTE CARE","OPEN",47.23878317,-88.44350085,"OPEN"
"2139","DICKINSON COUNTY MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",45.80987806,-88.04445124,"OPEN"
"2140","ST FRANCIS HOSPITAL","GENERAL ACUTE CARE","OPEN",45.74256639,-87.09600401,"OPEN"
"2141","MCLAREN - NORTHERN MICHIGAN","GENERAL ACUTE CARE","OPEN",45.37275354,-84.97011993,"OPEN"
"2142","ASPIRUS ONTONAGON HOSPITAL  INC","GENERAL ACUTE CARE","OPEN",46.86559536,-89.30165846,"OPEN"
"2143","OTSEGO MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",45.03532708,-84.6749176,"OPEN"
"2144","ASPIRUS GRAND VIEW HOSPITAL","GENERAL ACUTE CARE","OPEN",46.48074586,-90.1067333,"OPEN"
"2145","MUNSON HEALTHCARE CHARLEVOIX HOSPITAL","GENERAL ACUTE CARE","OPEN",45.31482009,-85.27486256,"OPEN"
"2146","ASPIRUS IRON RIVER HOSPITAL & CLINICS","GENERAL ACUTE CARE","OPEN",46.0998841,-88.61927448,"OPEN"
"2147","UP HEALTH SYSTEM - MARQUETTE","GENERAL ACUTE CARE","OPEN",46.55426642,-87.40082366,"OPEN"
"2148","BELL MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",46.5049286,-87.68481148,"OPEN"
"2149","SCHOOLCRAFT MEMORIAL HOSPITAL","GENERAL ACUTE CARE","CLOSED",45.95826246,-86.23952205,"OPEN"
"2150","MIDMICHIGAN MEDICAL CENTER - ALPENA","GENERAL ACUTE CARE","OPEN",45.07767295,-83.44937429,"OPEN"
"2151","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",46.49808087,-84.35055118,"OPEN"
"2152","BARAGA COUNTY MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",46.73178952,-88.42500413,"OPEN"
"2153","MUNSON MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",44.76097816,-85.64163592,"OPEN"
"2154","MUNSON HEALTHCARE GRAYLING","GENERAL ACUTE CARE","OPEN",44.66809705,-84.70701473,"OPEN"
"2155","ST JOSEPH MERCY HOSPITAL-SALINE","GENERAL ACUTE CARE","CLOSED",42.16723162,-83.79088457,"OPEN"
"2156","ST MARY S OF MICHIGAN-TOWNE CTR","GENERAL ACUTE CARE","CLOSED",43.47397228,-83.96493169,"OPEN"
"2157","PROVIDENCE - PARK HOSPITAL","GENERAL ACUTE CARE","OPEN",42.48866003,-83.51924581,"OPEN"
"2158","HENRY FORD MEDICAL CENTER COTTAGE","GENERAL ACUTE CARE","OPEN",42.39693874,-82.90241427,"OPEN"
"2159","SELECT SPECIALTY HOSPITAL - MACOMB COUNTY","LONG TERM CARE","OPEN",42.60644986,-82.88185513,"OPEN"
"2160","SPARROW SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",42.74162438,-84.57044101,"OPEN"
"2161","SELECT SPECIALTY HOSPITAL - FLINT","LONG TERM CARE","OPEN",43.01443915,-83.73287925,"OPEN"
"2162","SELECT SPECIALTY HOSPITAL - PONTIAC","LONG TERM CARE","OPEN",42.61403776,-83.2768158,"OPEN"
"2163","SELECT SPECIALTY HOSPITAL - MUSKEGON","LONG TERM CARE","OPEN",43.22342175,-86.24225523,"OPEN"
"2164","LAKELAND SPECIALTY HOSPITAL AT BERRIEN CENTER","LONG TERM CARE","OPEN",41.95545756,-86.30109675,"OPEN"
"2165","HENRY FORD ALLEGIANCE CARELINK","LONG TERM CARE","OPEN",42.25188059,-84.3855601,"OPEN"
"2166","SELECT SPECIALTY HOSPITAL - BATTLE CREEK","LONG TERM CARE","OPEN",42.33063594,-85.17934505,"OPEN"
"2167","BORGESS PIPP HOSPITAL","LONG TERM CARE","OPEN",42.44699534,-85.6538966,"OPEN"
"2168","SELECT SPECIALTY HOSPITAL - ANN ARBOR","LONG TERM CARE","OPEN",42.26389636,-83.65542107,"OPEN"
"2169","VIBRA OF SOUTHEASTERN MICHIGAN","LONG TERM CARE","OPEN",42.25631179,-83.16389534,"OPEN"
"2170","SELECT SPECIALTY HOSPITAL - NORTHWEST DETROIT","LONG TERM CARE","OPEN",42.41919547,-83.18318475,"OPEN"
"2171","KINDRED HOSPITAL DETROIT","LONG TERM CARE","OPEN",42.44224446,-83.01977521,"OPEN"
"2172","SELECT SPECIALTY HOSPITAL - GROSSE POINTE","LONG TERM CARE","CLOSED",42.38403798,-82.91479393,"OPEN"
"2173","SPECTRUM HEALTH - KENT COMMUNITY CAMPUS","LONG TERM CARE","OPEN",42.9763242,-85.63795723,"OPEN"
"2174","SELECT SPECIALTY HOSPITAL - GRAND RAPIDS","LONG TERM CARE","OPEN",42.96345227,-85.65869974,"OPEN"
"2175","PIONEER SPECIALTY HOSPITAL","LONG TERM CARE","OPEN",42.63842741,-83.29099033,"OPEN"
"2176","SELECT SPECIALTY HOSPITAL - SAGINAW","LONG TERM CARE","OPEN",43.42865411,-83.95594314,"OPEN"
"2177","SELECT SPECIALTY HOSPITAL - GROSSE POINTE","LONG TERM CARE","OPEN",42.42017129,-82.91528609,"OPEN"
"2178","SELECT SPECIALTY HOSPITAL - WYANDOTTE  LLC","LONG TERM CARE","OPEN",42.21012062,-83.14792003,"OPEN"
"2179","VIBRA HOSPITAL OF SOUTHEASTERN MICHIGAN-DMC CAMPUS","LONG TERM CARE","OPEN",42.34945315,-83.05610261,"OPEN"
"2180","VIBRA HOSPITAL OF SOUTHEASTERN MI - TAYLOR CAMPUS","LONG TERM CARE","OPEN",42.23477629,-83.27709023,"OPEN"
"2181","HEALTHSOURCE SAGINAW","PSYCHIATRIC","OPEN",43.4547421,-84.05033749,"OPEN"
"2182","CHIPPEWA CO MONTEVIDEO HOSP","CRITICAL ACCESS","OPEN",44.9544612,-95.71181072,"OPEN"
"2183","COOK CO NORTHSHORE HOSP &C CTR","CRITICAL ACCESS","OPEN",47.75648065,-90.34142679,"OPEN"
"2184","COMMUNITY MEMORIAL HOSPITAL","CRITICAL ACCESS","OPEN",46.73129083,-92.46201964,"OPEN"
"2185","COOK HOSPITAL","CRITICAL ACCESS","OPEN",47.85338774,-92.67953034,"OPEN"
"2186","BRIGHTON HOSPITAL","REHABILITATION","OPEN",42.51972003,-83.69583341,"OPEN"
"2187","SOUTHWEST REGIONAL REHABILITATION CENTER","REHABILITATION","OPEN",42.33999956,-85.17519395,"OPEN"
"2188","REHABILITATION INSTITUTE OF MICHIGAN","REHABILITATION","OPEN",42.34971013,-83.05560292,"OPEN"
"2189","ROGERS CITY REHABILITATION HOSPITAL","REHABILITATION","CLOSED",45.42211416,-83.83527557,"OPEN"
"2190","SOUTHEAST MICHIGAN SURGICAL HOSPITAL","SPECIAL","OPEN",42.45165647,-83.08160374,"OPEN"
"2191","SELECT SPECIALTY HOSPITAL - WYANDOTTE","LONG TERM CARE","CLOSED",42.2351692,-83.27534017,"OPEN"
"2192","ALBANY AREA HOSPITAL & MED CTR","GENERAL ACUTE CARE","CLOSED",45.63876207,-94.56688489,"CLOSED"
"2193","BIGFORK VALLEY HOSPITAL","CRITICAL ACCESS","OPEN",47.74742734,-93.64575966,"OPEN"
"2194","BUFFALO HOSPITAL","GENERAL ACUTE CARE","OPEN",45.19484267,-93.87119377,"OPEN"
"2195","CAMBRIDGE MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",45.56618362,-93.23092842,"OPEN"
"2196","CENTRACARE HEALTH MONTICELLO","GENERAL ACUTE CARE","OPEN",45.30035709,-93.77863144,"OPEN"
"2197","APPLETON MUNICIPAL HOSPITAL","CRITICAL ACCESS","OPEN",45.19992493,-96.00889968,"OPEN"
"2198","AVERA MARSHALL REG MED CENTER","GENERAL ACUTE CARE","OPEN",44.44775229,-95.77723507,"OPEN"
"2199","AVERA TYLER HOSPITAL","CRITICAL ACCESS","OPEN",44.27183784,-96.1304373,"OPEN"
"2200","CENTRACARE HEALTH PAYNESVILLE","CRITICAL ACCESS","OPEN",45.3744006,-94.71573958,"OPEN"
"2201","CENTRACARE HEALTH SYS MELROSE","CRITICAL ACCESS","OPEN",45.67571972,-94.82447872,"OPEN"
"2202","CENTRACARE HEALTH SYSTEM","CRITICAL ACCESS","OPEN",45.74579469,-94.95543733,"OPEN"
"2203","CENTRACARE HEALTH SYSTEM-LONG","CRITICAL ACCESS","OPEN",45.97353279,-94.84844538,"OPEN"
"2204","DEER RIVER HEALTH CARE CENTER","CRITICAL ACCESS","OPEN",47.34410561,-93.79111088,"OPEN"
"2205","DOUGLAS COUNTY HOSPITAL","GENERAL ACUTE CARE","OPEN",45.87389114,-95.37687924,"OPEN"
"2206","ELY BLOOMENSON COMM HOSPITAL","CRITICAL ACCESS","OPEN",47.90025861,-91.87221009,"OPEN"
"2207","ESSENTIA HEALTH ADA","CRITICAL ACCESS","OPEN",47.2975873,-96.53129245,"OPEN"
"2208","ESSENTIA HEALTH DULUTH","GENERAL ACUTE CARE","OPEN",46.79311653,-92.09327487,"OPEN"
"2209","ESSENTIA HEALTH FOSSTON","CRITICAL ACCESS","OPEN",47.57128506,-95.73946824,"OPEN"
"2210","ESSENTIA HEALTH NORTHERN PINES","CRITICAL ACCESS","OPEN",47.51797695,-92.22934266,"OPEN"
"2211","ESSENTIA HEALTH SANDSTONE","CRITICAL ACCESS","OPEN",46.12679487,-92.86531661,"OPEN"
"2212","ESSENTIA HLTH HOLY TRINITY HOS","CRITICAL ACCESS","OPEN",45.56271243,-96.43388878,"OPEN"
"2213","GLENCOE REGIONAL HEALTH SRVCS","CRITICAL ACCESS","OPEN",44.77837797,-94.1536239,"OPEN"
"2214","HEALTHEAST BETHESDA HOSPITAL","GENERAL ACUTE CARE","OPEN",44.95843286,-93.10284303,"OPEN"
"2215","HEALTHEAST ST JOHNS HOSPITAL","GENERAL ACUTE CARE","OPEN",45.02911205,-93.03393353,"OPEN"
"2216","HENNEPIN COUNTY MEDICAL CTR","GENERAL ACUTE CARE","OPEN",44.97213249,-93.26223596,"OPEN"
"2217","LAKESIDE MEDICAL CENTER","GENERAL ACUTE CARE","CLOSED",45.82375708,-92.96437531,"CLOSED"
"2218","LAKEWOOD HEALTH CENTER","CRITICAL ACCESS","OPEN",48.70658326,-94.6004167,"OPEN"
"2219","LAKEWOOD HEALTH SYSTEM","CRITICAL ACCESS","OPEN",46.35114034,-94.75176101,"OPEN"
"2220","MADELIA COMMUNITY HOSPITAL","CRITICAL ACCESS","OPEN",44.04926244,-94.40986768,"OPEN"
"2221","MADISON HOSPITAL","CRITICAL ACCESS","OPEN",45.01812514,-96.18792649,"OPEN"
"2222","MAHNOMEN HEALTH CENTER","CRITICAL ACCESS","OPEN",47.31174979,-95.97285242,"OPEN"
"2223","MAYO CLINIC HEALTH SYS ALBT LE","GENERAL ACUTE CARE","OPEN",43.6523607,-93.3727523,"OPEN"
"2224","MAYO CLINIC HEALTH SYS CF","CRITICAL ACCESS","OPEN",44.48616464,-92.9032023,"OPEN"
"2225","MAYO CLINIC HEALTH SYS FAIRMNT","GENERAL ACUTE CARE","OPEN",43.63880146,-94.450437,"OPEN"
"2226","MAYO CLINIC HEALTH SYS MANKATO","GENERAL ACUTE CARE","OPEN",44.16408555,-93.9839469,"OPEN"
"2227","MAYO CLINIC HEALTH SYS ST JAME","CRITICAL ACCESS","OPEN",43.97967017,-94.61735751,"OPEN"
"2228","MAYO CLINIC HEALTH SYSTEM IN RED WING","GENERAL ACUTE CARE","OPEN",44.56022959,-92.57194581,"OPEN"
"2229","MAYO CLINIC HEALTH SYSTEM S F","CRITICAL ACCESS","OPEN",44.24661914,-94.97108361,"OPEN"
"2230","MAYO CLINIC HEALTH SYS AUSTIN","GENERAL ACUTE CARE","OPEN",43.67448476,-92.97764976,"OPEN"
"2231","MCHS NEW PRAGUE","CRITICAL ACCESS","OPEN",44.54625695,-93.57432917,"OPEN"
"2232","MILLE LACS HEALTH SYSTEM","CRITICAL ACCESS","OPEN",46.07312569,-93.66240298,"OPEN"
"2233","MURRAY COUNTY MEM HOSP","CRITICAL ACCESS","OPEN",43.99254587,-95.75990694,"OPEN"
"2234","NORTH VALLEY HEALTH CENTER","CRITICAL ACCESS","OPEN",48.19127604,-96.77292391,"OPEN"
"2235","OLMSTED MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",44.02010494,-92.43931254,"OPEN"
"2236","PIPESTONE CO MED C & ASHTON CC","CRITICAL ACCESS","OPEN",43.9909794,-96.32323883,"OPEN"
"2237","PRAIRIE RIDGE HOSP HLTH SERV","CRITICAL ACCESS","OPEN",45.99052533,-95.95790188,"OPEN"
"2238","RENVILLE COUNTY HOSP & CLINICS","CRITICAL ACCESS","OPEN",44.77458177,-94.97242486,"OPEN"
"2239","RIVERS EDGE HOSPITAL & CLINIC","CRITICAL ACCESS","OPEN",44.34975255,-93.97244919,"OPEN"
"2240","SANFORD BEMIDJI MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",47.5033919,-94.89991712,"OPEN"
"2241","SANFORD CANBY MEDICAL CENTER","CRITICAL ACCESS","OPEN",44.70782153,-96.27844799,"OPEN"
"2242","SANFORD BAGLEY MEDICAL CENTER","CRITICAL ACCESS","OPEN",47.52633353,-95.40221803,"OPEN"
"2243","SANFORD JACKSON MEDICAL CENTER","CRITICAL ACCESS","OPEN",43.62441169,-95.00450103,"OPEN"
"2244","SANFORD MED CTR THIEF RVR FALL","CRITICAL ACCESS","OPEN",48.10253762,-96.1836324,"OPEN"
"2245","SANFORD WESTBROOK MEDICAL CTR","CRITICAL ACCESS","OPEN",44.0456081,-95.43934259,"OPEN"
"2246","SANFORD WORTHINGTON MEDICAL CE","GENERAL ACUTE CARE","OPEN",43.62244441,-95.5984722,"OPEN"
"2247","ST GABRIELS HOSPITAL","CRITICAL ACCESS","OPEN",45.96688176,-94.3625669,"OPEN"
"2248","ST JOSEPHS AREA HLTH SERVICES","CRITICAL ACCESS","OPEN",46.91595709,-95.06227361,"OPEN"
"2249","SWIFT COUNTY BENSON HOSPITAL","CRITICAL ACCESS","OPEN",45.31435721,-95.60903789,"OPEN"
"2250","TRI COUNTY HOSPITAL","CRITICAL ACCESS","OPEN",46.4456534,-95.13440141,"OPEN"
"2251","UNITED HOSPITAL DISTRICT","CRITICAL ACCESS","OPEN",43.63395926,-94.10031171,"OPEN"
"2252","UNITY HOSPITAL","GENERAL ACUTE CARE","OPEN",45.10648062,-93.25673044,"OPEN"
"2253","WINDOM AREA HOSPITAL","CRITICAL ACCESS","OPEN",43.87910241,-95.11331123,"OPEN"
"2254","ST. MARY S HEALTH CENTER","GENERAL ACUTE CARE","CLOSED",38.57924483,-92.18274821,"OPEN"
"2255","SSM HEALTH ST. MARY S HOSPITAL - JEFFERSON CITY","GENERAL ACUTE CARE","OPEN",38.55869819,-92.22156912,"OPEN"
"2256","MERCY HOSPITAL JOPLIN","GENERAL ACUTE CARE","OPEN",37.0365134,-94.50970928,"OPEN"
"2257","COX MEDICAL CENTERS SOUTH HOSPITAL","GENERAL ACUTE CARE","OPEN",37.14494625,-93.27967732,"OPEN"
"2258","COX MEDICAL CENTERS NORTH HOSPITAL","GENERAL ACUTE CARE","OPEN",37.22478249,-93.28996378,"OPEN"
"2259","COX MEDICAL CENTERS ORTHOPEDIC AND REHABILITATION HOSPITAL","REHABILITATION","OPEN",37.1507277,-93.27958382,"OPEN"
"2260","SHRINERS HOSPITAL FOR CHILDREN","CHILDREN","OPEN",38.63222218,-90.25813953,"OPEN"
"2261","MERCY HOSPITAL JOPLIN","GENERAL ACUTE CARE","CLOSED",37.05662622,-94.52723639,"OPEN"
"2262","EXCELSIOR SPRINGS HOSPITAL","CRITICAL ACCESS","OPEN",39.36294827,-94.23792638,"OPEN"
"2263","NORTH KANSAS CITY HOSPITAL","GENERAL ACUTE CARE","OPEN",39.14898758,-94.55116162,"OPEN"
"2264","KINDRED HOSPITAL NORTHLAND","LONG TERM CARE","OPEN",39.21928776,-94.58726916,"OPEN"
"2265","LIBERTY HOSPITAL","GENERAL ACUTE CARE","OPEN",39.27524214,-94.42370721,"OPEN"
"2266","ST. LUKE S NORTHLAND HOSPITAL - SMITHVILLE","GENERAL ACUTE CARE","OPEN",39.37650909,-94.58142085,"OPEN"
"2267","CAMERON REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",39.73043495,-94.21805603,"OPEN"
"2268","NORTHWEST MEDICAL CENTER","CRITICAL ACCESS","OPEN",40.25275515,-94.32438907,"OPEN"
"2269","MERCY HOSPITAL CARTHAGE","CRITICAL ACCESS","OPEN",37.13621149,-94.32110399,"OPEN"
"2270","CENTERPOINT MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",39.0495448,-94.34890382,"OPEN"
"2271","CENTER FOR BEHAVIORAL MEDICINE","PSYCHIATRIC","OPEN",39.0850532,-94.57242476,"OPEN"
"2272","CRITTENTON CHILDREN S CENTER","PSYCHIATRIC","OPEN",38.9243011,-94.4811889,"OPEN"
"2273","KINDRED HOSPITAL - KANSAS CITY","GENERAL ACUTE CARE","OPEN",38.96820462,-94.57437145,"OPEN"
"2274","ST. JOSEPH MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",38.93613547,-94.60381772,"OPEN"
"2275","TWO RIVERS BEHAVIORAL HEALTH SYSTEM","PSYCHIATRIC","OPEN",39.02978708,-94.4676145,"OPEN"
"2276","CHILDREN S MERCY HOSPITAL","GENERAL ACUTE CARE","OPEN",39.08408463,-94.5772711,"OPEN"
"2277","RESEARCH MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",39.00889984,-94.55812509,"OPEN"
"2278","RESEARCH MEDICAL CENTER - BROOKSIDE CAMPUS","GENERAL ACUTE CARE","OPEN",39.00723164,-94.57773096,"OPEN"
"2279","RESEARCH PSYCHIATRIC CENTER","PSYCHIATRIC","OPEN",39.0114033,-94.56001654,"OPEN"
"2280","SELECT SPECIALTY HOSPITAL - WESTERN MISSOURI","GENERAL ACUTE CARE","OPEN",39.01038701,-94.55713285,"OPEN"
"2281","ST. LUKE S HOSPITAL OF KANSAS CITY","GENERAL ACUTE CARE","OPEN",39.04743362,-94.59019592,"OPEN"
"2282","TRUMAN MEDICAL CENTER - HOSPITAL HILL","GENERAL ACUTE CARE","OPEN",39.08453615,-94.57531678,"OPEN"
"2283","TRUMAN MEDICAL CENTER - LAKEWOOD","GENERAL ACUTE CARE","OPEN",38.97539187,-94.39435345,"OPEN"
"2284","LEE S SUMMIT MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",38.90363485,-94.33298166,"OPEN"
"2285","HEARTLAND BEHAVIORAL HEALTH SERVICES","PSYCHIATRIC","OPEN",37.84596516,-94.3758349,"OPEN"
"2286","NEVADA REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",37.83118452,-94.36048553,"OPEN"
"2287","COMMUNITY HOSPITAL FAIRFAX","CRITICAL ACCESS","OPEN",40.33854875,-95.39045385,"OPEN"
"2288","BATES COUNTY MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",38.24902844,-94.34288588,"OPEN"
"2289","BARTON COUNTY MEMORIAL HOSPITAL","CRITICAL ACCESS","OPEN",37.50569644,-94.30084527,"OPEN"
"2290","CASS REGIONAL MEDICAL CENTER","CRITICAL ACCESS","OPEN",38.66507203,-94.37749675,"OPEN"
"2291","BELTON REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",38.81581302,-94.50300191,"OPEN"
"2292","LONG TERM ACUTE CARE HOSPITAL MOSAIC LIFE CARE AT ST. JOSEPH","LONG TERM CARE","OPEN",39.77235362,-94.77059772,"OPEN"
"2293","MOSAIC LIFE CARE AT ST. JOSEPH","GENERAL ACUTE CARE","OPEN",39.77267961,-94.77088801,"OPEN"
"2294","NORTHWEST MO PSYCHIATRIC REHAB CTR","PSYCHIATRIC","OPEN",39.77848924,-94.8114026,"OPEN"
"2295","FREEMAN HOSPITAL EAST","GENERAL ACUTE CARE","OPEN",37.05075263,-94.50700683,"OPEN"
"2296","FREEMAN HOSPITAL WEST","GENERAL ACUTE CARE","OPEN",37.05273128,-94.52679809,"OPEN"
"2297","LANDMARK HOSPITAL OF JOPLIN","LONG TERM CARE","OPEN",37.05353824,-94.53838146,"OPEN"
"2298","FREEMAN NEOSHO HOSPITAL","CRITICAL ACCESS","OPEN",36.86695396,-94.36946792,"OPEN"
"2299","SSM HEALTH ST. FRANCIS HOSPITAL","GENERAL ACUTE CARE","OPEN",40.32628433,-94.87638893,"OPEN"
"2300","SSM DEPAUL HEALTH CENTER","GENERAL ACUTE CARE","OPEN",38.75055654,-90.4337425,"OPEN"
"2301","MERCY REHABILITATION HOSPITAL ST. LOUIS","REHABILITATION","OPEN",38.64847152,-90.53406575,"OPEN"
"2302","ST. LUKE S HOSPITAL","GENERAL ACUTE CARE","OPEN",38.65129081,-90.50322354,"OPEN"
"2303","BARNES-JEWISH WEST COUNTY HOSPITAL","GENERAL ACUTE CARE","OPEN",38.67622289,-90.46799797,"OPEN"
"2304","ST. LUKE S REHABILITATION HOSPITAL","REHABILITATION","OPEN",38.67570773,-90.53217838,"OPEN"
"2305","SSM ST. CLARE HEALTH CENTER","GENERAL ACUTE CARE","OPEN",38.52792366,-90.47641436,"OPEN"
"2306","CHRISTIAN HOSPITAL NORTHWEST","GENERAL ACUTE CARE","OPEN",38.77998254,-90.33657815,"OPEN"
