Y,Y,OBJECTID,ID,NAME,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,BEDS,TRAUMA,,STATUS,
-67.13146105,18.20615773,527,1300680,CLINICA ESPANOLA INC,MIRADERO,PR,680,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,MAYAGUEZ,72097,PRI,18.20615773,-67.13146105,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-67.11919677,18.18676401,528,1500681,HOSP BELLA VISTA,MAYAGUEZ,PR,681,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,157,MAYAGUEZ,72097,PRI,18.18676401,-67.11919677,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,157,NOT AVAILABLE,,,OPEN
-67.14102334,18.20324168,529,1600681,HOSP SAN ANTONIO INC,MAYAGUEZ,PR,681,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,MAYAGUEZ,72097,PRI,18.20324168,-67.14102334,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-67.0400489,18.08263306,530,1700683,HOSP METROPOLITANO DE SAN GERMAN,SAN GERMAN,PR,683,NOT AVAILABLE,SPECIAL,OPEN,40,SAN GERMAN,72125,PRI,18.08263306,-67.0400489,622310,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",40,NOT AVAILABLE,,,OPEN
-67.03816476,18.09880911,531,1800683,HOSP DE LA CONCEPCION,SAN GERMAN,PR,683,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,167,SAN GERMAN,72125,PRI,18.09880911,-67.03816476,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,167,NOT AVAILABLE,,,OPEN
-66.05836758,17.97596128,532,1900714,LAFAYETTE HOSPITAL,ARROYO,PR,714,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,38,ARROYO,72015,PRI,17.97596128,-66.05836758,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,38,NOT AVAILABLE,,,OPEN
-66.61764045,17.99712808,533,2300717,HOSP DAMAS,PONCE,PR,717,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,251,PONCE,72113,PRI,17.99712808,-66.61764045,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,251,NOT AVAILABLE,,,OPEN
-66.61065869,18.00368162,534,2400733,DR. PILA S HOSPITAL,PONCE,PR,733,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,115,PONCE,72113,PRI,18.00368162,-66.6106587,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,115,NOT AVAILABLE,,,OPEN
-66.14752306,18.39742538,535,2900960,HIMA SAN PABLO - BAYAMON,BAYAMON,PR,960,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,410,BAYAMON,72021,PRI,18.39742538,-66.14752306,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,410,NOT AVAILABLE,,,OPEN
-66.39434514,18.226651,536,3300720,CENTRO DE SALUD INTEGRAL DE OROCOVIS,OROCOVIS PUEBLO,PR,720,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,OROCOVIS,72107,PRI,18.226651,-66.39434514,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-66.26170736,18.14379446,537,3400705,HOSP GENERAL MENONITA - AIBONITO,AIBONITO,PR,705,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,AIBONITO,72009,PRI,18.14379446,-66.26170737,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-66.14748152,18.1240463,538,3700737,HOSP GENERAL MENONITA - CAYEY,CAYEY,PR,737,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,208,CAYEY,72035,PRI,18.1240463,-66.14748152,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,208,NOT AVAILABLE,,,OPEN
-65.82670296,18.15070305,539,3900792,HIMA SAN PABLO - HUMACAO,HUMACAO,PR,792,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,HUMACAO,72069,PRI,18.15070305,-65.82670296,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-66.16270651,18.39695753,540,3000960,HOSP HERMANOS MELENDEZ,BAYAMON,PR,960,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,211,BAYAMON,72021,PRI,18.39695753,-66.16270651,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,211,NOT AVAILABLE,,,OPEN
-66.07284079,18.3955074,541,4300922,ADMINISTRACION DE SERVICIOS MEDICOS DE PR (ASEM),MONACILLO URBANO,PR,922,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,72127,PRI,18.3955074,-66.07284079,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-66.06546953,18.45599329,542,4400902,ASHFORD PRESBYTERIAN COMMUNITY HOSPITAL INC,SAN JUAN,PR,902,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,195,SAN JUAN,72127,PRI,18.45599329,-66.06546953,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,195,NOT AVAILABLE,,,OPEN
-66.06872207,18.41182194,543,4500939,HOSP DEL MAESTRO,SAN JUAN,PR,939,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,250,SAN JUAN,72127,PRI,18.41182194,-66.06872207,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,250,NOT AVAILABLE,,,OPEN
-66.07262921,18.39864583,544,4600936,CENTRO CARDIOVASCULAR DE PR Y CARIBE DR RAMON M SUAREZ,MONACILLO URBANO,PR,936,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,72127,PRI,18.39864583,-66.07262921,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-66.07313195,18.3945986,545,4700936,HOSP INDUSTRIAL C.F.S.E.,MONACILLO URBANO,PR,936,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,108,SAN JUAN,72127,PRI,18.3945986,-66.07313195,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,108,NOT AVAILABLE,,,OPEN
-66.06956059,18.44465487,546,4800909,HOSP PAVIA SANTURCE,SANTURCE,PR,909,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,215,SAN JUAN,72127,PRI,18.44465487,-66.06956059,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,215,NOT AVAILABLE,,,OPEN
-66.05597589,18.41941287,547,4900919,HOSP PAVIA DE HATO REY,HATO REY,PR,919,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,180,SAN JUAN,72127,PRI,18.41941287,-66.0559759,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,180,NOT AVAILABLE,,,OPEN
-66.06293602,18.4471351,548,5000914,SAN JORGE CHILDRENS HOSPITAL,SAN JUAN,PR,914,NOT AVAILABLE,CHILDREN,OPEN,125,SAN JUAN,72127,PRI,18.4471351,-66.06293602,622110,"CHILDREN S HOSPITALS, GENERAL",125,NOT AVAILABLE,,,OPEN
-66.07230782,18.39721599,549,5100919,HOSP PEDIATRICO UNIVERSITARIO DR ANTONIO ORTIZ,MONACILLO URBANO,PR,919,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,72127,PRI,18.39721599,-66.07230782,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-66.07592976,18.39059352,550,5200922,HOSP PSIQUIATRICO DR RAMON FERNANDEZ MARINA,MONACILLO URBANO,PR,922,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,72127,PRI,18.39059352,-66.07592976,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-66.0390983,18.39876597,551,5300929,HOSP SAN FRANCISCO,SAN JUAN,PR,929,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,150,SAN JUAN,72127,PRI,18.39876597,-66.0390983,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,150,NOT AVAILABLE,,,OPEN
-66.04622543,18.37259235,552,5400926,HOSP SAN GERARDO,SAN JUAN,PR,926,NOT AVAILABLE,SPECIAL,OPEN,60,SAN JUAN,72127,PRI,18.37259235,-66.04622543,622310,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",60,NOT AVAILABLE,,,OPEN
-66.07409872,18.39686516,553,5500922,HOSP UNIVERSITARIO DE ADULTOS,MONACILLO URBANO,PR,922,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,72127,PRI,18.39686516,-66.07409872,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-66.09826151,18.38990335,554,5600922,HOSP METROPOLITANO DE SAN JUAN,PUERTO NUEVO,PR,922,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,72127,PRI,18.38990335,-66.09826151,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-66.07253398,18.39633673,555,5700919,HOSP ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,MONACILLO URBANO,PR,919,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,72127,PRI,18.39633673,-66.07253398,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-66.02236135,18.38458886,556,5800926,CPC HOSP SAN JUAN CAPESTRANO,SAN JUAN,PR,926,NOT AVAILABLE,PSYCHIATRIC,OPEN,108,SAN JUAN,72127,PRI,18.38458886,-66.02236135,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",108,NOT AVAILABLE,,,OPEN
-66.07922786,18.39041146,557,5900921,SJ VETERANS ADMINISTRATION CARIBBEAN HEALTHCARE SYSTEM,MONACILLO URBANO,PR,921,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,72127,PRI,18.39041146,-66.07922786,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-66.05109596,18.40986267,558,6000919,AUXILIO MUTUO HOSPITAL,HATO REY,PR,919,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,483,SAN JUAN,72127,PRI,18.40986267,-66.05109596,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,483,NOT AVAILABLE,,,OPEN
-66.07465243,18.39503548,559,6100936,HOSP MUNICIPAL DE SAN JUAN DR RAFAEL LOPEZ NUSSA,MONACILLO URBANO,PR,936,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,72127,PRI,18.39503548,-66.07465243,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-66.07345087,18.39681887,560,6200936,HEALTH SOUTH REHABILITATION OF PR,MONACILLO URBANO,PR,936,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,72127,PRI,18.39681887,-66.07345087,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",-999,NOT AVAILABLE,,,OPEN
-66.07244964,18.39193295,561,6300936,HOSP PSIQUIATRICO CORRECCIONAL,MONACILLO URBANO,PR,936,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,72127,PRI,18.39193295,-66.07244964,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-66.07371565,18.44601952,562,6800910,DOCTORS  CENTER HOSP SAN JUAN INC,SAN JUAN,PR,910,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,125,SAN JUAN,72127,PRI,18.44601952,-66.07371565,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,125,NOT AVAILABLE,,,OPEN
-66.07629755,18.390791,563,6900928,HOSP PSIQUIATRIA FORENSE DE RIO PIEDRAS,SANTURCE,PR,928,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,SAN JUAN,72127,PRI,18.390791,-66.07629755,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-65.30236436,18.30325462,564,6400775,CENTRO DE SALUD COMUNAL DE CULEBRA,CULEBRA PUEBLO,PR,775,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,CULEBRA,72049,PRI,18.30325462,-65.30236436,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-85.74871854,38.24600518,565,12440232,NORTON HEALTHCARE PAVILION,LOUISVILLE,KY,40232,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,264,JEFFERSON,21111,USA,38.24600518,-85.74871854,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,264,NOT AVAILABLE,,,OPEN
-85.74959418,38.2484703,566,12540202,KOSAIR CHILDREN S HOSPITAL,LOUISVILLE,KY,40202,NOT AVAILABLE,CHILDREN,OPEN,271,JEFFERSON,21111,USA,38.2484703,-85.74959418,622110,"CHILDREN S HOSPITALS, GENERAL",271,LEVEL I PEDIATRIC TRAUMA,,,OPEN
-64.914717,18.340605,567,100801,"ROY LESTER SCHNEIDER HOSPITAL,THE",ST THOMAS,VI,801,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,169,NOT AVAILABLE,NOT AVAILABLE,VIR,18.340605,-64.914717,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,169,NOT AVAILABLE,,,OPEN
-64.751478,17.733195,568,200820,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,ST CROIX,VI,820,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,188,NOT AVAILABLE,NOT AVAILABLE,VIR,17.733195,-64.751478,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,188,NOT AVAILABLE,,,OPEN
-170.685741,-14.290242,569,396799,LBJ TROPICAL MEDICAL CENTER,PAGO PAGO,AS,96799,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,NOT AVAILABLE,NOT AVAILABLE,ASM,-14.290242,-170.685741,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
144.774461,13.504954,570,496913,GUAM MEMORIAL HOSPITAL AUTHORITY,TAMUNING,GU,96913,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,158,NOT AVAILABLE,NOT AVAILABLE,GUM,13.504954,144.774461,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,158,NOT AVAILABLE,,,OPEN
145.724324,15.212064,571,596950,COMMONWEALTH HEALTH CENTER,GARAPAN,MP,96950,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,NOT AVAILABLE,NOT AVAILABLE,MNP,15.212064,145.724324,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
134.46452,7.352444,572,696940,BELAU NATIONAL HOSPITAL,KOROR,PW,96940,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,100,NOT AVAILABLE,NOT AVAILABLE,PLW,7.352444,134.46452,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,100,NOT AVAILABLE,,,OPEN
-146.4091215,62.07183256,573,60399588,CROSS ROAD MEDICAL CENTER,GLENNALLEN,AK,99588,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,VALDEZ-CORDOVA,2261,USA,62.07183256,-146.4091215,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-176.639171,51.86831987,574,60699546,ADAK MEDICAL CENTER - EAT,ADAK,AK,99546,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,ALEUTIANS WEST,2016,USA,51.86831987,-176.639171,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-156.7787677,71.29284714,575,60599723,SAMUEL SIMMONDS MEMORIAL HOSPITAL,BARROW,AK,99723,NOT AVAILABLE,CRITICAL ACCESS,OPEN,-999,NORTH SLOPE,2185,USA,71.29284714,-156.7787677,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,LEVEL IV,,,OPEN
-147.0926245,64.67840671,576,60099702,EIELSON MEDICAL CLINIC,EIELSON AFB,AK,99702,2397,MILITARY,OPEN,-999,FAIRBANKS NORTH STAR,2090,USA,64.67840671,-147.0926245,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-96.67310105,33.11597732,577,475013,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,ALLEN,TX,75013,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,73,COLLIN,48085,USA,33.11597732,-96.67310105,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,73,NOT AVAILABLE,,,OPEN
-101.9203155,35.19645199,578,679106,BAPTIST ST. ANTHONY S HEALTH SYSTEM - BAPTIST CAMPUS,AMARILLO,TX,79106,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,451,POTTER,48375,USA,35.19645199,-101.9203155,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,451,NOT AVAILABLE,,,OPEN
-101.9363756,35.17365252,579,1079119,NORTHWEST TEXAS SURGERY CENTER,AMARILLO,TX,79119,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,4,RANDALL,48381,USA,35.17365252,-101.9363756,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,4,NOT AVAILABLE,,,OPEN
-95.40543329,29.1838554,580,1177515,UTMB ANGLETON-DANBURY MEDICAL CENTER,ANGLETON,TX,77515,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,64,BRAZORIA,48039,USA,29.1838554,-95.40543329,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,64,NOT AVAILABLE,,,OPEN
-97.11581999,32.74889729,581,1276012,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,ARLINGTON,TX,76012,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,369,TARRANT,48439,USA,32.74889729,-97.11581999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,369,NOT AVAILABLE,,,OPEN
-96.91358852,33.22065305,582,1776227,BAYLOR EMERGENCY MEDICAL CENTER AT AUBREY,AUBREY,TX,76227,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,8,DENTON,48121,USA,33.22065305,-96.91358852,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,8,NOT AVAILABLE,,,OPEN
-99.7339544,32.47217647,583,2079601,HENDRICK MEDICAL CENTER,ABILENE,TX,79601,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,522,TAYLOR,48441,USA,32.47217647,-99.7339544,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,522,LEVEL III,,,OPEN
-97.73383345,30.27385338,584,2278701,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,AUSTIN,TX,78701,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,403,TRAVIS,48453,USA,30.27385338,-97.73383345,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,403,I,,,OPEN
-97.72604637,30.28989221,585,2378705,ST. DAVID S MEDICAL CENTER,AUSTIN,TX,78705,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,350,TRAVIS,48453,USA,30.28989221,-97.72604637,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,350,NOT AVAILABLE,,,OPEN
-97.74560832,30.30500185,586,2478705,SETON MEDICAL CENTER AUSTIN,AUSTIN,TX,78705,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,530,TRAVIS,48453,USA,30.30500185,-97.74560832,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,530,NOT AVAILABLE,,,OPEN
-97.77459614,30.22593006,587,2578704,ST. DAVID S SOUTH AUSTIN MEDICAL CENTER,AUSTIN,TX,78704,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,300,TRAVIS,48453,USA,30.22593006,-97.77459614,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,300,NOT AVAILABLE,,,OPEN
-96.82934071,32.98467285,588,2975001,METHODIST HOSPITAL FOR SURGERY,ADDISON,TX,75001,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,32,DALLAS,48113,USA,32.98467285,-96.82934071,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,32,NOT AVAILABLE,,,OPEN
-99.89497682,32.76801152,589,3379501,ANSON GENERAL HOSPITAL,ANSON,TX,79501,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,45,JONES,48253,USA,32.76801152,-99.89497682,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,45,NOT AVAILABLE,,,OPEN
-97.16253788,27.91500413,590,3478336,CARE REGIONAL MEDICAL CENTER,ARANSAS PASS,TX,78336,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,75,SAN PATRICIO,48409,USA,27.91500413,-97.16253788,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,75,NOT AVAILABLE,,Closed,CLOSED
-97.74112687,30.30576091,591,3578756,HEART HOSPITAL OF AUSTIN,AUSTIN,TX,78756,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,58,TRAVIS,48453,USA,30.30576091,-97.74112687,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,58,NOT AVAILABLE,,,OPEN
-97.74360477,30.40492795,592,3778759,SETON NORTHWEST HOSPITAL,AUSTIN,TX,78759,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,124,TRAVIS,48453,USA,30.40492795,-97.74360477,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,124,NOT AVAILABLE,,,OPEN
-97.89209194,30.22658358,593,3878737,SETON SOUTHWEST HOSPITAL,AUSTIN,TX,78737,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,33,TRAVIS,48453,USA,30.22658358,-97.89209194,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,33,NOT AVAILABLE,,,OPEN
-97.82458178,30.29532138,594,4078746,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,AUSTIN,TX,78746,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,23,TRAVIS,48453,USA,30.29532138,-97.82458178,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,23,NOT AVAILABLE,,,OPEN
-97.11271638,32.69232531,595,4176015,MEDICAL CENTER OF ARLINGTON,ARLINGTON,TX,76015,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,342,TARRANT,48439,USA,32.69232531,-97.11271638,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,342,NOT AVAILABLE,,,OPEN
-97.53309865,32.88096648,596,4276020,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,AZLE,TX,76020,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,36,TARRANT,48439,USA,32.88096648,-97.53309865,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,36,NOT AVAILABLE,,,OPEN
-95.8462337,32.1694447,597,4575751,EAST TEXAS MEDICAL CENTER ATHENS,ATHENS,TX,75751,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,117,HENDERSON,48213,USA,32.1694447,-95.8462337,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,117,LEVEL IV,,,OPEN
-94.97971661,29.76911627,598,4677521,HOUSTON METHODIST SAN JACINTO HOSPITAL,BAYTOWN,TX,77521,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,205,HARRIS,48201,USA,29.76911627,-94.97971661,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,205,NOT AVAILABLE,,,OPEN
-99.74372755,32.37506922,599,5079606,ABILENE REGIONAL MEDICAL CENTER,ABILENE,TX,79606,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,231,TAYLOR,48441,USA,32.37506922,-99.74372755,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,231,NOT AVAILABLE,,,OPEN
-97.1231367,32.83515497,600,5676022,TEXAS HEALTH HARRIS METHODIST HOSPITAL HURST-EULESS-BEDFORD,BEDFORD,TX,76022,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,246,TARRANT,48439,USA,32.83515497,-97.1231367,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,246,NOT AVAILABLE,,,OPEN
-101.9202347,35.19966943,601,5979175,NORTHWEST TEXAS HOSPITAL,AMARILLO,TX,79175,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,385,POTTER,48375,USA,35.19966943,-101.9202347,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,385,LEVEL III,,,OPEN
-95.46121904,29.72380542,602,6177401,MEMORIAL HERMANN ORTHOPEDIC AND SPINE HOSPITAL,BELLAIRE,TX,77401,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,64,HARRIS,48201,USA,29.72380542,-95.46121904,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,64,NOT AVAILABLE,,,OPEN
-94.68744667,29.7525574,603,6277514,BAYSIDE COMMUNITY HOSPITAL,ANAHUAC,TX,77514,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,14,CHAMBERS,48071,USA,29.7525574,-94.68744667,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,14,NOT AVAILABLE,,,OPEN
-94.16312021,33.10543268,604,6575551,CHRISTUS ST MICHAEL HOSPITAL - ATLANTA,ATLANTA,TX,75551,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,43,CASS,48067,USA,33.10543268,-94.16312021,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,43,NOT AVAILABLE,,,OPEN
-97.7062274,30.41148803,605,6778758,NORTH AUSTIN MEDICAL CENTER,AUSTIN,TX,78758,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,378,TRAVIS,48453,USA,30.41148803,-97.7062274,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,378,NOT AVAILABLE,,,OPEN
-101.4620288,31.19744523,606,7176932,REAGAN MEMORIAL HOSPITAL,BIG LAKE,TX,76932,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,14,REAGAN,48383,USA,31.19744523,-101.4620288,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,14,NOT AVAILABLE,,,OPEN
-94.1200397,30.0706087,607,7277704,BAPTIST HOSPITALS OF SOUTHEAST TEXAS,BEAUMONT,TX,77701,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,363,JEFFERSON,48245,USA,30.0706087,-94.1200397,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,363,NOT AVAILABLE,,,OPEN
-94.13180847,30.08734182,608,7377726,CHRISTUS SOUTHEAST TEXAS - ST ELIZABETH,BEAUMONT,TX,77726,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,431,JEFFERSON,48245,USA,30.08734182,-94.13180847,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,431,NOT AVAILABLE,,,OPEN
-96.26009777,29.95315813,609,7477418,CHI ST JOSEPH HEALTH BELLVILLE HOSPITAL,BELLVILLE,TX,77418,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,32,AUSTIN,48015,USA,29.95315813,-96.26009777,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,32,NOT AVAILABLE,,,OPEN
